;set_id;ver_id;qry_text;qry_base;qry_type;qry_expansion;qry_rank
215474;3952;0;the rolling stones street fighting man guitar lesson;ARTIST_TITLE;UNIV;guitar lesson;9
215524;3952;0;street fighting man guitar lesson;TITLE;UNIV;guitar lesson;9
215574;3952;0;the rolling stones street fighting man rolling stones street fighting man remastered;ARTIST_TITLE;INDIV;rolling stones street fighting man remastered;10
215624;3952;0;street fighting man reaction;TITLE;INDIV;reaction;10
215674;3952;0;the rolling stones street fighting man hq;ARTIST_TITLE;UNIV;hq;10
215724;3952;0;street fighting man hq;TITLE;UNIV;hq;10
215774;3952;0;the rolling stones street fighting man rolling stones street fighting man live 1973;ARTIST_TITLE;INDIV;rolling stones street fighting man live 1973;11
215824;3952;0;street fighting man street fighting man guitar;TITLE;INDIV;guitar;11
215874;3952;0;the rolling stones street fighting man text;ARTIST_TITLE;UNIV;text;11
215924;3952;0;street fighting man text;TITLE;UNIV;text;11
215974;3952;0;the rolling stones street fighting man rolling stones street fighting man live 2003;ARTIST_TITLE;INDIV;rolling stones street fighting man live 2003;12
216024;3952;0;street fighting man street fighting man karaoke;TITLE;INDIV;karaoke;12
216074;3952;0;the rolling stones street fighting man remastered;ARTIST_TITLE;UNIV;remastered;12
216124;3952;0;street fighting man remastered;TITLE;UNIV;remastered;12
216174;3952;0;the rolling stones street fighting man chords;ARTIST_TITLE;UNIV;chords;13
216224;3952;0;street fighting man chords;TITLE;UNIV;chords;13
216274;3952;0;the rolling stones street fighting man full album;ARTIST_TITLE;UNIV;full album;14
216324;3952;0;street fighting man full album;TITLE;UNIV;full album;14
216374;3972;0;pink floyd time;ARTIST_TITLE;BASE;;0
216424;3972;0;time;TITLE;BASE;;0
216474;3972;0;pink floyd time lyrics;ARTIST_TITLE;INDIV;lyrics;0
216524;3972;0;time time machine muni long;TITLE;INDIV;machine muni long;0
216574;3972;0;pink floyd time lyrics;ARTIST_TITLE;UNIV;lyrics;0
216624;3972;0;time lyrics;TITLE;UNIV;lyrics;0
216674;3972;0;pink floyd time live;ARTIST_TITLE;INDIV;live;1
216724;3972;0;time time after time;TITLE;INDIV;after time;1
216774;3972;0;pink floyd time live;ARTIST_TITLE;UNIV;live;1
216824;3972;0;time live;TITLE;UNIV;live;1
216874;3972;0;pink floyd time reaction;ARTIST_TITLE;INDIV;reaction;2
216924;3972;0;time timeless tim;TITLE;INDIV;timeless tim;2
216974;3972;0;pink floyd time cover;ARTIST_TITLE;UNIV;cover;2
217024;3972;0;time cover;TITLE;UNIV;cover;2
217074;3972;0;pink floyd time cover;ARTIST_TITLE;INDIV;cover;3
217124;3972;0;time timer;TITLE;INDIV;timer;3
217174;3972;0;pink floyd time karaoke;ARTIST_TITLE;UNIV;karaoke;3
217224;3972;0;time karaoke;TITLE;UNIV;karaoke;3
217274;3972;0;pink floyd time solo;ARTIST_TITLE;INDIV;solo;4
217324;3972;0;time time;TITLE;INDIV;time;4
217374;3972;0;pink floyd time reaction;ARTIST_TITLE;UNIV;reaction;4
217424;3972;0;time reaction;TITLE;UNIV;reaction;4
217474;3972;0;pink floyd time guitar lesson;ARTIST_TITLE;INDIV;guitar lesson;5
217524;3972;0;time time machine lyrics;TITLE;INDIV;machine lyrics;5
217574;3972;0;pink floyd time remix;ARTIST_TITLE;UNIV;remix;5
217624;3972;0;time remix;TITLE;UNIV;remix;5
217674;3972;0;pink floyd time backing track;ARTIST_TITLE;INDIV;backing track;6
217724;3972;0;time time of our lives;TITLE;INDIV;of our lives;6
217774;3972;0;pink floyd time piano;ARTIST_TITLE;UNIV;piano;6
217824;3972;0;time piano;TITLE;UNIV;piano;6
217874;3972;0;pink floyd time solo lesson;ARTIST_TITLE;INDIV;solo lesson;7
217924;3972;0;time time pink floyd;TITLE;INDIV;pink floyd;7
217974;3972;0;pink floyd time instrumental;ARTIST_TITLE;UNIV;instrumental;7
218024;3972;0;time instrumental;TITLE;UNIV;instrumental;7
218074;3972;0;pink floyd time karaoke;ARTIST_TITLE;INDIV;karaoke;8
218124;3972;0;time time today moneybagg yo;TITLE;INDIV;today moneybagg yo;8
218174;3972;0;pink floyd time guitar;ARTIST_TITLE;UNIV;guitar;8
218224;3972;0;time guitar;TITLE;UNIV;guitar;8
218274;3972;0;pink floyd time guitar cover;ARTIST_TITLE;INDIV;guitar cover;9
218324;3972;0;time time to say goodbye;TITLE;INDIV;to say goodbye;9
218374;3972;0;pink floyd time guitar lesson;ARTIST_TITLE;UNIV;guitar lesson;9
218424;3972;0;time guitar lesson;TITLE;UNIV;guitar lesson;9
218474;3972;0;pink floyd time solo backing track;ARTIST_TITLE;INDIV;solo backing track;10
218524;3972;0;time time in a bottle;TITLE;INDIV;in a bottle;10
218573;3972;0;pink floyd time hq;ARTIST_TITLE;UNIV;hq;10
218623;3972;0;time hq;TITLE;UNIV;hq;10
218673;3972;0;pink floyd time live 1974;ARTIST_TITLE;INDIV;live 1974;11
218723;3972;0;time time flies by bye;TITLE;INDIV;flies by bye;11
218773;3972;0;pink floyd time text;ARTIST_TITLE;UNIV;text;11
218823;3972;0;time text;TITLE;UNIV;text;11
218873;3972;0;pink floyd time eternals;ARTIST_TITLE;INDIV;eternals;12
218923;3972;0;time time of my life;TITLE;INDIV;of my life;12
218973;3972;0;pink floyd time remastered;ARTIST_TITLE;UNIV;remastered;12
219023;3972;0;time remastered;TITLE;UNIV;remastered;12
219073;3972;0;pink floyd time chords;ARTIST_TITLE;UNIV;chords;13
219123;3972;0;time chords;TITLE;UNIV;chords;13
219173;3972;0;pink floyd time full album;ARTIST_TITLE;UNIV;full album;14
219223;3972;0;time full album;TITLE;UNIV;full album;14
219273;3990;0;george michael faith;ARTIST_TITLE;BASE;;0
219323;3990;0;faith;TITLE;BASE;;0
219373;3990;0;george michael faith album;ARTIST_TITLE;INDIV;album;0
219423;3990;0;faith faith evans;TITLE;INDIV;evans;0
219473;3990;0;george michael faith lyrics;ARTIST_TITLE;UNIV;lyrics;0
219523;3990;0;faith lyrics;TITLE;UNIV;lyrics;0
219573;3990;0;george michael faith lyrics;ARTIST_TITLE;INDIV;lyrics;1
219623;3990;0;faith faith build elden ring;TITLE;INDIV;build elden ring;1
219673;3990;0;george michael faith live;ARTIST_TITLE;UNIV;live;1
219723;3990;0;faith live;TITLE;UNIV;live;1
219773;3990;0;george michael faith live;ARTIST_TITLE;INDIV;live;2
219823;3990;0;faith faith hill;TITLE;INDIV;hill;2
219873;3990;0;george michael faith cover;ARTIST_TITLE;UNIV;cover;2
219923;3990;0;faith cover;TITLE;UNIV;cover;2
219973;3990;0;george michael faith reaction;ARTIST_TITLE;INDIV;reaction;3
220023;3990;0;faith faith no more;TITLE;INDIV;no more;3
220073;3990;0;george michael faith karaoke;ARTIST_TITLE;UNIV;karaoke;3
220123;3990;0;faith karaoke;TITLE;UNIV;karaoke;3
220173;3990;0;george michael faith karaoke;ARTIST_TITLE;INDIV;karaoke;4
220223;3990;0;faith faith;TITLE;INDIV;faith;4
220273;3990;0;george michael faith reaction;ARTIST_TITLE;UNIV;reaction;4
220323;3990;0;faith reaction;TITLE;UNIV;reaction;4
220373;3990;0;george michael faith fortnite;ARTIST_TITLE;INDIV;fortnite;5
220423;3990;0;faith faith in me;TITLE;INDIV;in me;5
220473;3990;0;george michael faith remix;ARTIST_TITLE;UNIV;remix;5
220523;3990;0;faith remix;TITLE;UNIV;remix;5
220573;3990;0;george michael faith cover;ARTIST_TITLE;INDIV;cover;6
220623;3990;0;faith faith george michael;TITLE;INDIV;george michael;6
220673;3990;0;george michael faith piano;ARTIST_TITLE;UNIV;piano;6
220723;3990;0;faith piano;TITLE;UNIV;piano;6
220773;3990;0;george michael faith remix;ARTIST_TITLE;INDIV;remix;7
220823;3990;0;faith faith evans never let you go;TITLE;INDIV;evans never let you go;7
220873;3990;0;george michael faith instrumental;ARTIST_TITLE;UNIV;instrumental;7
220923;3990;0;faith instrumental;TITLE;UNIV;instrumental;7
220973;3990;0;george michael faith tour;ARTIST_TITLE;INDIV;tour;8
221023;3990;0;faith faith evans i love you;TITLE;INDIV;evans i love you;8
221073;3990;0;george michael faith guitar;ARTIST_TITLE;UNIV;guitar;8
221123;3990;0;faith guitar;TITLE;UNIV;guitar;8
221173;3990;0;george michael faith guitar lesson;ARTIST_TITLE;INDIV;guitar lesson;9
221223;3990;0;faith faithfully;TITLE;INDIV;faithfully;9
221273;3990;0;george michael faith guitar lesson;ARTIST_TITLE;UNIV;guitar lesson;9
221323;3990;0;faith guitar lesson;TITLE;UNIV;guitar lesson;9
221373;3990;0;george michael faith instrumental;ARTIST_TITLE;INDIV;instrumental;10
221423;3990;0;faith faithful;TITLE;INDIV;faithful;10
221473;3990;0;george michael faith hq;ARTIST_TITLE;UNIV;hq;10
221523;3990;0;faith hq;TITLE;UNIV;hq;10
221573;3990;0;george michael faith remastered;ARTIST_TITLE;INDIV;remastered;11
221623;3990;0;faith faith no more epic;TITLE;INDIV;no more epic;11
221673;3990;0;george michael faith text;ARTIST_TITLE;UNIV;text;11
221723;3990;0;faith text;TITLE;UNIV;text;11
221773;3990;0;george michael faith acoustic;ARTIST_TITLE;INDIV;acoustic;12
221823;3990;0;faith faith hill and tim mcgraw;TITLE;INDIV;hill and tim mcgraw;12
221873;3990;0;george michael faith remastered;ARTIST_TITLE;UNIV;remastered;12
221923;3990;0;faith remastered;TITLE;UNIV;remastered;12
221973;3990;0;george michael faith chords;ARTIST_TITLE;UNIV;chords;13
222023;3990;0;faith chords;TITLE;UNIV;chords;13
222073;3990;0;george michael faith full album;ARTIST_TITLE;UNIV;full album;14
222123;3990;0;faith full album;TITLE;UNIV;full album;14
222173;4148;0;sia chandelier;ARTIST_TITLE;BASE;;0
222223;4148;0;chandelier;TITLE;BASE;;0
222273;4148;0;sia chandelier live;ARTIST_TITLE;INDIV;live;0
222323;4148;0;chandelier sia;TITLE;INDIV;sia;0
222373;4148;0;sia chandelier lyrics;ARTIST_TITLE;UNIV;lyrics;0
222423;4148;0;chandelier lyrics;TITLE;UNIV;lyrics;0
222473;4148;0;sia chandelier lyrics;ARTIST_TITLE;INDIV;lyrics;1
222523;4148;0;chandelier lyrics;TITLE;INDIV;lyrics;1
222573;4148;0;sia chandelier live;ARTIST_TITLE;UNIV;live;1
222623;4148;0;chandelier live;TITLE;UNIV;live;1
222673;4148;0;sia chandelier cover;ARTIST_TITLE;INDIV;cover;2
222723;4148;0;chandelier cover;TITLE;INDIV;cover;2
222773;4148;0;sia chandelier cover;ARTIST_TITLE;UNIV;cover;2
222823;4148;0;chandelier cover;TITLE;UNIV;cover;2
222873;4148;0;sia chandelier karaoke;ARTIST_TITLE;INDIV;karaoke;3
222923;4148;0;chandelier karaoke;TITLE;INDIV;karaoke;3
222973;4148;0;sia chandelier karaoke;ARTIST_TITLE;UNIV;karaoke;3
223023;4148;0;chandelier karaoke;TITLE;UNIV;karaoke;3
223073;4148;0;sia chandelier acoustic;ARTIST_TITLE;INDIV;acoustic;4
223123;4148;0;chandelier will paquin;TITLE;INDIV;will paquin;4
223173;4148;0;sia chandelier reaction;ARTIST_TITLE;UNIV;reaction;4
223223;4148;0;chandelier reaction;TITLE;UNIV;reaction;4
223273;4148;0;sia chandelier remix;ARTIST_TITLE;INDIV;remix;5
223323;4148;0;chandelier the voice;TITLE;INDIV;the voice;5
223373;4148;0;sia chandelier remix;ARTIST_TITLE;UNIV;remix;5
223423;4148;0;chandelier remix;TITLE;UNIV;remix;5
223473;4148;0;sia chandelier reaction;ARTIST_TITLE;INDIV;reaction;6
223523;4148;0;chandelier remix;TITLE;INDIV;remix;6
223573;4148;0;sia chandelier piano;ARTIST_TITLE;UNIV;piano;6
223623;4148;0;chandelier piano;TITLE;UNIV;piano;6
223673;4148;0;sia chandelier piano;ARTIST_TITLE;INDIV;piano;7
223723;4148;0;chandelier live;TITLE;INDIV;live;7
223773;4148;0;sia chandelier instrumental;ARTIST_TITLE;UNIV;instrumental;7
223823;4148;0;chandelier instrumental;TITLE;UNIV;instrumental;7
223873;4148;0;sia chandelier the voice;ARTIST_TITLE;INDIV;the voice;8
223923;4148;0;chandelier slowed;TITLE;INDIV;slowed;8
223973;4148;0;sia chandelier guitar;ARTIST_TITLE;UNIV;guitar;8
224023;4148;0;chandelier guitar;TITLE;UNIV;guitar;8
224073;4148;0;sia chandelier slowed;ARTIST_TITLE;INDIV;slowed;9
224123;4148;0;chandelier quilt tutorial;TITLE;INDIV;quilt tutorial;9
224173;4148;0;sia chandelier guitar lesson;ARTIST_TITLE;UNIV;guitar lesson;9
224223;4148;0;chandelier guitar lesson;TITLE;UNIV;guitar lesson;9
224273;4148;0;sia chandelier instrumental;ARTIST_TITLE;INDIV;instrumental;10
224323;4148;0;chandelier acoustic;TITLE;INDIV;acoustic;10
224373;4148;0;sia chandelier hq;ARTIST_TITLE;UNIV;hq;10
224423;4148;0;chandelier hq;TITLE;UNIV;hq;10
224473;4148;0;sia chandelier acapella;ARTIST_TITLE;INDIV;acapella;11
224523;4148;0;chandelier song;TITLE;INDIV;song;11
224573;4148;0;sia chandelier text;ARTIST_TITLE;UNIV;text;11
224623;4148;0;chandelier text;TITLE;UNIV;text;11
224673;4148;0;sia chandelier music video;ARTIST_TITLE;INDIV;music video;12
224723;4148;0;chandelier karaoke lower key;TITLE;INDIV;karaoke lower key;12
224773;4148;0;sia chandelier remastered;ARTIST_TITLE;UNIV;remastered;12
224823;4148;0;chandelier remastered;TITLE;UNIV;remastered;12
224873;4148;0;sia chandelier chords;ARTIST_TITLE;UNIV;chords;13
224923;4148;0;chandelier chords;TITLE;UNIV;chords;13
224973;4148;0;sia chandelier full album;ARTIST_TITLE;UNIV;full album;14
225023;4148;0;chandelier full album;TITLE;UNIV;full album;14
225073;4237;0;neil diamond red red wine;ARTIST_TITLE;BASE;;0
225123;4237;0;red red wine;TITLE;BASE;;0
225173;4237;0;neil diamond red red wine live;ARTIST_TITLE;INDIV;live;0
225223;4237;0;red red wine ub40 lyrics;TITLE;INDIV;ub40 lyrics;0
225273;4237;0;neil diamond red red wine lyrics;ARTIST_TITLE;UNIV;lyrics;0
225323;4237;0;red red wine lyrics;TITLE;UNIV;lyrics;0
225373;4237;0;neil diamond red red wine lyrics;ARTIST_TITLE;INDIV;lyrics;1
225423;4237;0;red red wine ub40;TITLE;INDIV;ub40;1
225473;4237;0;neil diamond red red wine live;ARTIST_TITLE;UNIV;live;1
225523;4237;0;red red wine live;TITLE;UNIV;live;1
225573;4237;0;neil diamond red red wine reggae;ARTIST_TITLE;INDIV;reggae;2
225623;4237;0;red red wine remix;TITLE;INDIV;remix;2
225673;4237;0;neil diamond red red wine cover;ARTIST_TITLE;UNIV;cover;2
225723;4237;0;red red wine cover;TITLE;UNIV;cover;2
225769;4237;0;neil diamond red red wine karaoke;ARTIST_TITLE;INDIV;karaoke;3
225819;4237;0;red red wine bob marley;TITLE;INDIV;bob marley;3
225869;4237;0;neil diamond red red wine karaoke;ARTIST_TITLE;UNIV;karaoke;3
225919;4237;0;red red wine karaoke;TITLE;UNIV;karaoke;3
225969;4237;0;neil diamond red red wine reaction;ARTIST_TITLE;INDIV;reaction;4
226019;4237;0;red red wine neil diamond;TITLE;INDIV;neil diamond;4
226069;4237;0;neil diamond red red wine reaction;ARTIST_TITLE;UNIV;reaction;4
226119;4237;0;red red wine reaction;TITLE;UNIV;reaction;4
226169;4237;0;neil diamond red red wine hot august night;ARTIST_TITLE;INDIV;hot august night;5
226219;4237;0;red red wine karaoke;TITLE;INDIV;karaoke;5
226269;4237;0;neil diamond red red wine remix;ARTIST_TITLE;UNIV;remix;5
226319;4237;0;red red wine remix;TITLE;UNIV;remix;5
226369;4237;0;neil diamond red red wine ub40;ARTIST_TITLE;INDIV;ub40;6
226419;4237;0;red red wine lyrics;TITLE;INDIV;lyrics;6
226469;4237;0;neil diamond red red wine piano;ARTIST_TITLE;UNIV;piano;6
226519;4237;0;red red wine piano;TITLE;UNIV;piano;6
226569;4237;0;neil diamond red red wine live reggae;ARTIST_TITLE;INDIV;live reggae;7
226619;4237;0;red red wine live;TITLE;INDIV;live;7
226669;4237;0;neil diamond red red wine instrumental;ARTIST_TITLE;UNIV;instrumental;7
226719;4237;0;red red wine instrumental;TITLE;UNIV;instrumental;7
226769;4237;0;neil diamond red red wine chords;ARTIST_TITLE;INDIV;chords;8
226819;4237;0;red red wine cover;TITLE;INDIV;cover;8
226865;4237;0;neil diamond red red wine guitar;ARTIST_TITLE;UNIV;guitar;8
226915;4237;0;red red wine guitar;TITLE;UNIV;guitar;8
226965;4237;0;neil diamond red red wine youtube;ARTIST_TITLE;INDIV;youtube;9
227015;4237;0;red red wine song;TITLE;INDIV;song;9
227065;4237;0;neil diamond red red wine guitar lesson;ARTIST_TITLE;UNIV;guitar lesson;9
227115;4237;0;red red wine guitar lesson;TITLE;UNIV;guitar lesson;9
227165;4237;0;neil diamond red red wine mp3 download;ARTIST_TITLE;INDIV;mp3 download;10
227215;4237;0;red red wine extended version;TITLE;INDIV;extended version;10
227265;4237;0;neil diamond red red wine hq;ARTIST_TITLE;UNIV;hq;10
227315;4237;0;red red wine hq;TITLE;UNIV;hq;10
227365;4237;0;neil diamond red red wine release date;ARTIST_TITLE;INDIV;release date;11
227415;4237;0;red red wine reaction;TITLE;INDIV;reaction;11
227465;4237;0;neil diamond red red wine text;ARTIST_TITLE;UNIV;text;11
227515;4237;0;red red wine text;TITLE;UNIV;text;11
227565;4237;0;neil diamond red red wine reggae version;ARTIST_TITLE;INDIV;reggae version;12
227615;4237;0;red red wine ub40 subtitulada en español;TITLE;INDIV;ub40 subtitulada en español;12
227665;4237;0;neil diamond red red wine remastered;ARTIST_TITLE;UNIV;remastered;12
227715;4237;0;red red wine remastered;TITLE;UNIV;remastered;12
227765;4237;0;neil diamond red red wine chords;ARTIST_TITLE;UNIV;chords;13
227815;4237;0;red red wine chords;TITLE;UNIV;chords;13
227865;4237;0;neil diamond red red wine full album;ARTIST_TITLE;UNIV;full album;14
227915;4237;0;red red wine full album;TITLE;UNIV;full album;14
227965;4478;1;the breeders happiness is a warm gun;ARTIST_TITLE;BASE;;0
228015;4478;1;happiness is a warm gun;TITLE;BASE;;0
228065;4478;1;the breeders happiness is a warm gun live;ARTIST_TITLE;INDIV;live;0
228115;4478;1;happiness is a warm gun beatles;TITLE;INDIV;beatles;0
228165;4478;1;the breeders happiness is a warm gun lyrics;ARTIST_TITLE;UNIV;lyrics;0
228215;4478;1;happiness is a warm gun lyrics;TITLE;UNIV;lyrics;0
228265;4478;1;happiness is a warm gun across the universe;TITLE;INDIV;across the universe;1
228315;4478;1;the breeders happiness is a warm gun live;ARTIST_TITLE;UNIV;live;1
228365;4478;1;happiness is a warm gun live;TITLE;UNIV;live;1
228415;4478;1;happiness is a warm gun cover;TITLE;INDIV;cover;2
228465;4478;1;the breeders happiness is a warm gun cover;ARTIST_TITLE;UNIV;cover;2
228515;4478;1;happiness is a warm gun cover;TITLE;UNIV;cover;2
228565;4478;1;happiness is a warm gun guitar lesson;TITLE;INDIV;guitar lesson;3
228615;4478;1;the breeders happiness is a warm gun karaoke;ARTIST_TITLE;UNIV;karaoke;3
228665;4478;1;happiness is a warm gun karaoke;TITLE;UNIV;karaoke;3
228715;4478;1;happiness is a warm gun lyrics;TITLE;INDIV;lyrics;4
228765;4478;1;the breeders happiness is a warm gun reaction;ARTIST_TITLE;UNIV;reaction;4
228815;4478;1;happiness is a warm gun reaction;TITLE;UNIV;reaction;4
228865;4478;1;happiness is a warm gun karaoke;TITLE;INDIV;karaoke;5
228915;4478;1;the breeders happiness is a warm gun remix;ARTIST_TITLE;UNIV;remix;5
228965;4478;1;happiness is a warm gun remix;TITLE;UNIV;remix;5
229015;4478;1;happiness is a warm gun reaction;TITLE;INDIV;reaction;6
229065;4478;1;the breeders happiness is a warm gun piano;ARTIST_TITLE;UNIV;piano;6
229115;4478;1;happiness is a warm gun piano;TITLE;UNIV;piano;6
229161;4478;1;happiness is a warm gun guitar;TITLE;INDIV;guitar;7
229211;4478;1;the breeders happiness is a warm gun instrumental;ARTIST_TITLE;UNIV;instrumental;7
229261;4478;1;happiness is a warm gun instrumental;TITLE;UNIV;instrumental;7
229311;4478;1;happiness is a warm gun live;TITLE;INDIV;live;8
229361;4478;1;the breeders happiness is a warm gun guitar;ARTIST_TITLE;UNIV;guitar;8
229411;4478;1;happiness is a warm gun guitar;TITLE;UNIV;guitar;8
229461;4478;1;happiness is a warm gun breeders;TITLE;INDIV;breeders;9
229511;4478;1;the breeders happiness is a warm gun guitar lesson;ARTIST_TITLE;UNIV;guitar lesson;9
229561;4478;1;happiness is a warm gun guitar lesson;TITLE;UNIV;guitar lesson;9
229611;4478;1;happiness is a warm gun guitar cover;TITLE;INDIV;guitar cover;10
